VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,PROCESSED_TEXT,TAGS,PROCESSED_CORRECTION_VERBATIM,PROCESSED_CUSTOMER_VERBATIM
1HYKN9RS3NZ156257,13034,STEERING WHEEL COVER REPLACEMENT PART IN BACKORDER ORDER CONTROL 36683082,STEERING WHEEL MOLDING CAME OFF,2024-01-25,COVER-STRG WHL SPOKE *HI GLOSS V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Classic Car Traders,QUERETARO QUERETARO,23-05528/211854,Riverstone Car Sales,LEON,GJ,1,37120,13,,0,0-0890,DUMMI,MX,23,FE9,FTB,50,FREG,828.34,960.87,22.93,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2220922JDRX0189,822972980.0,22220842SKBP2444,2820029101,4,1,Y,6NJ26,Export Only,14.13265306122449,0,1,"['steering', 'wheel', 'cover', 'replacement', 'part', 'backorder', 'order', 'control', '36683082']",[],steering wheel cover replacement part backorder order control 36683082,steering wheel molding came
1HRS9EED9MZ268771,13037,REPLACED STEERING WHEEL ASSEMBLY CUSTOMER TO PAY WARRANTY DEDUCTIBLE,CS THE STEERING WHEEL IS PEELING IN SOME AREAS CUSTOMER REQUEST ASSI STANCE TO REPLACE STEERING WHEEL APPROVED SOP HERE,2024-01-25,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,TrueDrive Motors,TAMPA,11-40142/318112,PrimeEdge Motors,CLEARWATER,FL,1,337646513,35,,0,0-0312,T05.3386,US,48,FE9,FTB,130,FREG_POL,143.68,143.68,70.76,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2220982CU7X0748,17749294.0,R2220912BKJX0288,2809914920,8,1,Y,TF10543,1500,10.0,0,1,"['replaced', 'steering', 'wheel', 'assembly', 'customer', 'pay', 'warranty', 'deductible']",['failure_condition'],replaced steering wheel assembly customer pay warranty deductible,cs steering wheel peeling areas customer request assi stance replace steering wheel approved sop
1HKS2JKL7SR422793,13033,Replaced steering wheel,CUST STATES THE STITCHING ON STEERING WHEEL IS LOOSE PLEASE CHECK AND ADVISE,2024-01-26,WHEEL ASM-STRG *FAWN,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Blackstone Auto Co.,TAYLOR,11-88570/298121,Platinum Peak Auto,TAYLOR,MI,1,481804639,5,,0,0-0310,T06.2375,US,48,FE9,FTB,130,FREG,963.92,963.92,56.55,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212971MFYX0212,287827.0,S2212922CKJX2091,2820007922,4,1,N,TF10906,1500,21.0,0,1,"['replaced', 'steering', 'wheel']",['failure_condition'],replaced steering wheel,cust states stitching steering wheel loose please check advise
1HYKNHRS5NZ163005,13034,REPLACED COVER,CUSTOMER STATE BEZEL ON STEERING WHEEL IS COMING APART PART ORDERED A ND IN STOCK FOR INSTALL,2024-01-26,COVER-STRG WHL SPOKE *HI GLOSS V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Platinum Wheelers,FAIRFIELD,12-20802/117233,SilverRidge Motors,FAIRFIELD,OH,1,450144205,16,,0,0-0890,T03.6151,US,12,FE9,FTB,50,FREG,697.51,697.51,65.86,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2220982JDRX0999,822972980.0,22220922SKBP2889,2820229149,2,1,N,6NJ26,Sport,15.0,0,1,"['replaced', 'cover']",['failure_condition'],replaced cover,customer state bezel steering wheel coming apart part ordered nd stock install
3HCFYHED7NH206711,13034,REPLACED STEERING WHEEL AND RETESTED OPERATION VERIFIED ALL STEERING WHEEL SWITCHES OPERATING AS INTENDED 1954719550 MT,CUSTOMER STATES THAT THE CRUISE CONTROL IS NOT WORKING CUSTOMER STATES THAT THEY WILL ENABLE THE CRUISE CONTROL USING THE BUTTONBUT THE VEHICLE WILL NOT HOLD THE SPEED PLEASE ADVISE OK PART WARRANTY REFER TO PREVIOUS REPAIR ORDER 27724 11624  19373 MILESOK REPLACEMENT OF COMPLETE STEERING WHEEL VS SWITCH ONLY REPLACEMENT TO ENSURE INTEGRITY OF REPAIR MIKE A 12624  1104 AM PRASUBMITTED AND APPORVED FOR REPLACEMENT OF STEERING WHEEL PRA  496887800000 MIKE A 12624  1148 AM OK R AUTHORIZATION FORREPEAT REPAIR PART CONCERN NO TECH ERROR MIKE A,2024-01-26,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,PrimeAuto Dealership,ESCONDIDO,13-20322/114691,WestBay Auto Traders,TEMECULA,CA,1,925914602,21,,0,0-0310,T05.3386,US,13,YF5,FUC,130,FREG,250.47,250.47,77.69,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",812040194,A2220292JW9X2202,828298448.0,S2220212XNL20712,2820202794,4,1,N,CF18543,1500,10.0,0,1,"['replaced', 'steering', 'wheel', 'retested', 'operation', 'verified', 'steering', 'wheel', 'switches', 'operating', 'intended', '1954719550', 'mt']",['failure_condition'],replaced steering wheel retested operation verified steering wheel switches operating intended 1954719550 mt,customer states cruise control working customer states enable cruise control using buttonbut vehicle hold speed please advise ok part warranty refer previous repair order 27724 11624 19373 milesok replacement complete steering wheel vs switch replacement ensure integrity repair mike 12624 1104 prasubmitted apporved replacement steering wheel pra 496887800000 mike 12624 1148 ok r authorization forrepeat repair part concern tech error mike
1H1FF1R79N0134651,13034,REPLACED STEERING WHEEL FOR COVER BEING LOOSE INSIDE,CS STEERING WHEEL COVER LOOSE AND MOVING,2024-01-29,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Alpha,2 Door Coupe,A1BC,LGR,US,Pioneer Car Sales,NEW SMYRNA BEACH,13-29801/267093,UrbanShore Motors,SANFORD,FL,1,327717435,18,,0,0-0310,V06.2090,US,13,FE9,FTB,130,FREG,687.11,687.11,244.54,LT1,"GAS, 8 CYL, 6.2L, DI, AFM, VVT, HO, ALUM, GMNA",MI2,"BYT 10 SPD, 10L80, GRX, VAR 1, GEN 1",249196973,K2222972JWNX0182,17749294.0,R22229222HJX0489,2820244727,4,1,N,1AJ37,1SS(Automatic),10.0,0,1,"['replaced', 'steering', 'wheel', 'cover', 'loose', 'inside']",['failure_condition'],replaced steering wheel cover loose inside,cs steering wheel cover loose moving
1HYS4RKL3SR469754,13048,Diagnose and report rear wipers inop test and found dtcs u1134u0131u1615b19f2 u1103 u1132 Check lin bus value fixed at 6 voltsnottoggling remove rear panels and disconnect rear 3 row seat not working and rear wiper still has lin bus issue recheckvoltagestill stuck at 6 volts called tac opened case 911734286785 spoke with josh after following diagnostics for b19f2 sym00 itsaid follow other dtcs first he corrected issue by saying to diagnose b19f2 first diagnosis lead to replacement ofheatedsteering wheel order part re assemble all loose panels install steering wheel and clear dtcs test all acc all ok,Rear wiper not working cust thawed out veh and jiggled the control arm a couple times then it worked after trying several timescustthinks signal is not getting fromn front to back wiring Cust has a video of the process he performed Diagnose report,2024-01-29,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YLF,ARL,US,Monarch Auto Co.,THORNHILL,14-96304/121504,BlueLine Auto Traders,PEMBROKE,ON,1,K8A7M3,2,,0,0-0621,T06.2375,CA,14,FE9,FTB,130,FREG,"1,181.54",435.26,61.95,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212981MFYX2807,287827.0,S2212092CKJX0788,2822088824,8,1,N,6F10906,1500,18.0,0,1,"['diagnose', 'report', 'rear', 'wipers', 'inop', 'test', 'found', 'dtcs', 'u1134u0131u1615b19f2', 'u1103', 'u1132', 'check', 'lin', 'bus', 'value', 'fixed', '6', 'voltsnottoggling', 'remove', 'rear', 'panels', 'disconnect', 'rear', '3', 'row', 'seat', 'working', 'rear', 'wiper', 'still', 'lin', 'bus', 'issue', 'recheckvoltagestill', 'stuck', '6', 'volts', 'called', 'tac', 'opened', 'case', '911734286785', 'spoke', 'josh', 'following', 'diagnostics', 'b19f2', 'sym00', 'itsaid', 'follow', 'dtcs', 'first', 'corrected', 'issue', 'saying', 'diagnose', 'b19f2', 'first', 'diagnosis', 'lead', 'replacement', 'ofheatedsteering', 'wheel', 'order', 'part', 'assemble', 'loose', 'panels', 'install', 'steering', 'wheel', 'clear', 'dtcs', 'test', 'acc', 'ok']",['failure_condition'],diagnose report rear wipers inop test found dtcs u1134u0131u1615b19f2 u1103 u1132 check lin bus value fixed 6 voltsnottoggling remove rear panels disconnect rear 3 row seat working rear wiper still lin bus issue recheckvoltagestill stuck 6 volts called tac opened case 911734286785 spoke josh following diagnostics b19f2 sym00 itsaid follow dtcs first corrected issue saying diagnose b19f2 first diagnosis lead replacement ofheatedsteering wheel order part assemble loose panels install steering wheel clear dtcs test acc ok,rear wiper working cust thawed veh jiggled control arm couple times worked trying several timescustthinks signal getting fromn front back wiring cust video process performed diagnose report
3HRFFHEL3SH345370,13036,REPLACED STEERING WHEEL ASSEMBLY UNDER WARRANTY DUE TO MANFACTURER DEFECT COMPLETE,CUST STATES THE STEERING WHEEL STITCHING IS COMING APART PLEASE CHECK AND ADVISE,2024-01-29,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,RedRock Motors,CONWAY,11-40749/188183,SwiftEdge Car Sales,CONWAY,AR,1,720324732,4,,0,0-0312,T06.2375,US,48,FE9,FTB,130,FREG,474.01,474.01,72.84,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212841MFYX0042,287827.0,S1212792CKJX0848,2820212298,4,1,N,TF10543,1500,18.0,0,1,"['replaced', 'steering', 'wheel', 'assembly', 'warranty', 'due', 'manfacturer', 'defect', 'complete']",['failure_condition'],replaced steering wheel assembly warranty due manfacturer defect complete,cust states steering wheel stitching coming apart please check advise
3HRF9EER4MH149522,13035,VERIFIED CONCERN REPLACED STEERING WHEEL SPOKE COVER,GUEST STATES STEERING WHEEL INSERTS RIGHT AND LEFT ARE PEELING SOP HE RE,2024-01-30,APPLIQUE ASM-STRG WHL TR SPOKE CVR *VULCAN,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Diamond Peak Autos,PEMBROKE PINES,13-26215/165673,RoyalAuto Traders,SUNRISE,FL,1,333233202,39,,0,0-0890,T03.0351,US,48,FE9,FTB,50,FREG_POL,389.71,389.71,135.54,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",70628511,V2202999GUGX0422,287827.0,S1201012BNJX2209,2820289728,4,1,N,TF10543,1500,10.0,0,1,"['verified', 'concern', 'replaced', 'steering', 'wheel', 'spoke', 'cover']",['failure_condition'],verified concern replaced steering wheel spoke cover,guest states steering wheel inserts right left peeling sop
1HRS8DED5MZ161956,13042,Replaced Steering Wheel Horn Switch Wiring Harness and clock spring and Steering Wheel Airbag Coil Verified thatsteeringwheelvolumeand radio controls were working and they are now working as designed Customers concern was addressed LABOR CODE0020ST,ELECTRICAL SYSTEM C S CUSTOMER STATES CRUZE CON TROL DOES NOT WORK PROPERLY YOU CAN T SEE HOW MUC H SPEED YOU AREADDINGORDECREASINGAS WELL VEH ICLE DOES NOT ADJUST SPEED WHILE HAVING A VEHICLE IN FRONT,2024-01-30,HARNESS ASM-STRG WHL HORN SW WRG,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,SpeedStar Motors,BOERNE,11-56790/117717,CrestRidge Motors,LAREDO,TX,1,780410006,33,,0,0-0310,T05.3386,US,48,FE9,FTB,20,FREG,674.27,674.27,500.07,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",249196973,K2201282CU7X1170,8042172.0,B2201042XMLX9188,2820479011,10,1,N,TC10543,1500,10.0,1,1,"['replaced', 'steering', 'wheel', 'horn', 'switch', 'wiring', 'harness', 'clock', 'spring', 'steering', 'wheel', 'airbag', 'coil', 'verified', 'thatsteeringwheelvolumeand', 'radio', 'controls', 'working', 'working', 'designed', 'customers', 'concern', 'addressed', 'labor', 'code0020st']",['failure_condition'],replaced steering wheel horn switch wiring harness clock spring steering wheel airbag coil verified thatsteeringwheelvolumeand radio controls working working designed customers concern addressed labor code0020st,electrical system c customer states cruze con trol work properly see muc h speed areaddingordecreasingas well veh icle adjust speed vehicle front
1HNSKDKD4NR281286,13035,replaced loose applique,8 INFO INFORMATION Customer states vehicle steering wheel is making a clicking noise and rattling while driving,2024-01-31,APPLIQUE ASM-STRG WHL TR SPOKE CVR *SYNTHESIS,Steering Wheel Spoke Cover Replacement,Full-Size Utility,4 Door Utility,T1YCF,ARL,US,Crestwood Car Sales,FLORENCE,13-24061/312143,HorizonWheel Auto,METAIRIE,LA,1,700036852,21,,0,0-0313,T05.3386,US,13,FE9,FTB,50,FREG,121.14,121.14,96.36,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2220992JW9X2090,287827.0,S1220922CKJX0199,2820191899,2,1,N,CF10906,1500,10.0,0,1,"['replaced', 'loose', 'applique']",['failure_condition'],replaced loose applique,8 info information customer states vehicle steering wheel making clicking noise rattling driving
