VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE,PROCESSED_TEXT,TAGS,PROCESSED_CORRECTION_VERBATIM,PROCESSED_CUSTOMER_VERBATIM
3HCFDDE89SH220903,13021,REPLACED STEERING WHEEL NOW OKAY,STEERING WHEEL COMING APART,2024-01-02,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Silverstone Motors,ST JOHNS,13-13992/309484,Apex Auto Sales,ST JOHNS,MI,1,488799101,6,,0,0-0310,T03.0354,US,13,FE9,FTB,130,FREG,370.03,370.03,61.46,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2210281MFTX0488,287827.0,S2210121CNJX0941,2808908219,6,1,N,CF10543,1500,21.0,0,1,"['replaced', 'steering', 'wheel', 'okay']",['failure_condition'],replaced steering wheel okay,steering wheel coming apart
1HRFFEE8XSZ230636,13028,CHECKED  FOUND DTCS U0229  U1530 SET IN BCM FOUND PIP5883J VERIFI ED RPO OPTIONS TESTED PER SI  WAS INCONCLUSIVETESTEDPERWIRING SC HEMATIC  ALL CIRCUITS TESTED OK LOOKS LIKE FAULTY HEATED SW MODULE ORDERED NEW MODULE 9262312 REPLACEDHEATED SW MODULE,CUSTOMER STATES HEATED STEERING WHEEL INOP,2024-01-03,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,Elite Auto Group,FISHERS,13-14819/243038,SilverPeak Motors,GRAND RAPIDS,MN,1,557444215,5,,0,0-0310,T03.0354,US,48,FE9,FTB,2400,FREG,307.32,307.32,291.14,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2210291MFTX0188,17749294.0,R2210881CNJX0287,2808841910,6,1,Y,TF10543,1500,10.0,0,1,"['checked', 'found', 'dtcs', 'u0229', 'u1530', 'set', 'bcm', 'found', 'pip5883j', 'verifi', 'ed', 'rpo', 'options', 'tested', 'per', 'si', 'inconclusivetestedperwiring', 'sc', 'hematic', 'circuits', 'tested', 'ok', 'looks', 'like', 'faulty', 'heated', 'sw', 'module', 'ordered', 'new', 'module', '9262312', 'replacedheated', 'sw', 'module']",[],checked found dtcs u0229 u1530 set bcm found pip5883j verifi ed rpo options tested per si inconclusivetestedperwiring sc hematic circuits tested ok looks like faulty heated sw module ordered new module 9262312 replacedheated sw module,customer states heated steering wheel inop
3HCFDFEL3SH241701,13021,STEERING WHEEL REPLACEMENT,CUSTOMER STATES THE LETTERING AND FINISH ON THE STEERING WHEEL IS COMING OFF Plant SIL,2024-01-04,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Westwood Wheels,MILWAUKEE,13-47099/113361,Summit Drive Auto,SLINGER,WI,1,530869027,10,,0,0-0890,T06.2375,US,13,FE9,FTB,130,FREG,445.28,445.28,63.18,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2210821MFYX0482,287827.0,S1210822CKJX0291,2808892288,6,1,Y,CF10543,1500,10.0,0,1,"['steering', 'wheel', 'replacement']",[],steering wheel replacement,customer states lettering finish steering wheel coming plant sil
1HRFFHEL1RZ181474,13021,REPLACED STEERING MESSAGE NO LONGER DISPLAYED,CS CUSTOMER STATES THE SERVICE DRIVER ASSIST SYSTEM MESSAGE IS ON A DVISE,2024-01-05,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,LuxeAuto Sales,KELLOGG,11-47556/116725,Horizon Motors,LIBERTY LAKE,WA,1,990197623,0,8.0,0,0-0621,T06.2375,US,48,NE1,FUC,130,FREG,"1,439.65",435.26,136,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212994MGPX0790,17749294.0,R2212982CKJX0282,2808901882,8,1,N,TF10543,1500,10.0,0,1,"['replaced', 'steering', 'message', 'longer', 'displayed']",['failure_condition'],replaced steering message longer displayed,cs customer states service driver assist system message dvise
3HRFFHED7RH167541,13026,Remove and replace steering wheel wire harness,Horn and steering wheel switches are inoperable,2024-01-05,HARNESS ASM-STRG WHL HORN SW WRG,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Horizon Motors,OMAHA,13-05637/165732,Prestige Wheels,COLUMBUS,NE,1,686012808,0,14.0,0,0-0890,T05.3330,US,48,FE9,FTB,20,FREG,216.75,216.75,139.84,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2212084MGSX0089,287827.0,S2212992CKJX2842,2809498122,6,1,N,TF10543,1500,16.0,0,1,"['remove', 'replace', 'steering', 'wheel', 'wire', 'harness']",[],remove replace steering wheel wire harness,horn steering wheel switches inoperable
1HRFFHEL4RZ149960,13071,ACCESSED REMOVED AND REPLACED THE DRIVERS ASSISTANCE SYSTEMS MODULE ACCESSED THE DIAGNOSTICPORTANDREPROGRAMMEDTHESYSTEMCALIBRATION USING THE MDI2 WITH A WARRANTY CLAIM PROGRAMMING CODE OF FDYZ197418154 ROAD TESTEDTHEVEHICLETOVERIFYREPAIRS THESYSTEM IS NOW OPERATING AS DESIGNED,CUST STATES DRIVERS ASSIST LIGHT COMES ON DASH SUPER CRUISELANE DEPARTURE WORKS INTERMITTENTLYWAS DIAG FORASTEERINGWHEELMODULE,2024-01-05,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,Apex Vehicle Sales,SMITHTOWN,13-02278/273131,UrbanEdge Auto,BAY SHORE,NY,1,117061211,2,856.0,0,0-0621,T06.2375,US,48,NE1,FUC,130,FREG,"1,488.94",435.26,150.03,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212914MGPX0299,17749294.0,R2212922CKJX0928,2809208122,24,1,Y,TF10543,1500,10.0,0,1,"['accessed', 'removed', 'replaced', 'drivers', 'assistance', 'systems', 'module', 'accessed', 'diagnosticportandreprogrammedthesystemcalibration', 'using', 'mdi2', 'warranty', 'claim', 'programming', 'code', 'fdyz197418154', 'road', 'testedthevehicletoverifyrepairs', 'thesystem', 'operating', 'designed']",['failure_condition'],accessed removed replaced drivers assistance systems module accessed diagnosticportandreprogrammedthesystemcalibration using mdi2 warranty claim programming code fdyz197418154 road testedthevehicletoverifyrepairs thesystem operating designed,cust states drivers assist light comes dash super cruiselane departure works intermittentlywas diag forasteeringwheelmodule
3HCFDFED4SH352945,13021,REPLACED STEERING WHEEL,Special Order Part  steering wheel heated steering wheel not working ,2024-01-05,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Diamond Drive,SAINT CLAIRSVILLE,13-13858/113450,Diamond Auto Traders,SAINT CLAIRSVILLE,OH,1,439508512,3,,0,0-0310,T05.3386,US,13,NE1,FUC,130,FREG,427.08,427.08,57.61,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2212881MF1X2422,287827.0,S1212982CKJX2188,2808882287,4,1,N,CF10543,1500,15.0,0,1,"['replaced', 'steering', 'wheel']",['failure_condition'],replaced steering wheel,special order part steering wheel heated steering wheel working
1HRF9CED6NZ221061,13021,TECHNICIAN FOUND THE STEERING COLUMN PLASTIC TRIM WAS NOT ALIGNED PROPERLY ADJUSTED TRIM AND FOUND THE CUSTOMER CONCERN IS NOLONGER PRESENT,CUSTOMER STATES STEERING WHEEL IS MAKING A RUBBING NOISE WHEN TURING THE WHEEL LEFT AND RIGHT,2024-01-08,Unknown,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,Summit Auto Traders,MADISON,13-28387/166196,Legacy Car Sales,MADISON,OH,1,440572570,21,,0,0-0313,T05.3386,US,48,FE9,FTB,50,FREG,27.69,27.69,27.69,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T1220882JW9X2294,17749294.0,R2220422XKJX0272,2808998129,2,1,N,TF18543,1500,16.0,0,1,"['technician', 'found', 'steering', 'column', 'plastic', 'trim', 'aligned', 'properly', 'adjusted', 'trim', 'found', 'customer', 'concern', 'nolonger', 'present']",[],technician found steering column plastic trim aligned properly adjusted trim found customer concern nolonger present,customer states steering wheel making rubbing noise turing wheel left right
1HRFFHEL8RZ133325,13074,Steering Wheel Replacement,Customer states that they are getting a message on the dash saying driver assist message Check and advise,2024-01-09,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,TrueValue Motors,BELLEVILLE,11-40119/299131,PrimeDrive Motors,BELLEVILLE,IL,1,622263101,4,,0,0-0621,T06.2375,US,48,FE9,FTB,130,FREG,"1,147.09",435.26,146.06,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",830107152,N2212294MGPX0128,17749294.0,R2212112CKJX2084,2821988724,4,1,Y,TF10543,1500,10.0,1,1,"['steering', 'wheel', 'replacement']",[],steering wheel replacement,customer states getting message dash saying driver assist message check advise
1HCFDHE86SZ274242,13023,GAINED ACCESS AND REMOVED OLD STEERING WHEEL AFTER DISCONNECTING BATTERY NEGATIVE INSTALLED NEW STEERING WHEEL APPLIED LOCTITE TOBOLT THAT RETAINS STEERING WHEEL TIGHTED BOLT RE INSTALLED AIR BAG RE INSTALLED TRIM RE CONNECTED BATTERY CHECKED FOR ANYPROTRUDING FROM STEERING WHEEL MOLDING ALL OK NOW GM AUTHORIZATION 490759800000,CS REMOVED STEERING WHEEL TO GAIN ACCESS TO BACK SIDE OF STEERING WHEEL WHERE TRIM IS THAT IS PROTRUDING AND REPLACED TRIM ANDSTILL IS PRETRUDING ISSUE IS IN STEERING WHEEL ASSEMBLY reference ro 82289  GM AUTHORIZATION 490759800000,2024-01-09,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,BlueSky Autos,PALMYRA,13-15377/118088,Platinum Wheels,PALMYRA,PA,1,170781909,8,,0,0-0890,T03.0354,US,13,NE1,FUB,130,FREG,476.16,435.26,63.99,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2212221MFTX0298,17749294.0,R2212281CNJX0022,2809222210,6,1,N,CF10543,1500,10.0,0,1,"['gained', 'access', 'removed', 'old', 'steering', 'wheel', 'disconnecting', 'battery', 'negative', 'installed', 'new', 'steering', 'wheel', 'applied', 'loctite', 'tobolt', 'retains', 'steering', 'wheel', 'tighted', 'bolt', 'installed', 'air', 'bag', 'installed', 'trim', 'connected', 'battery', 'checked', 'anyprotruding', 'steering', 'wheel', 'molding', 'ok', 'gm', 'authorization', '490759800000']",['component'],gained access removed old steering wheel disconnecting battery negative installed new steering wheel applied loctite tobolt retains steering wheel tighted bolt installed air bag installed trim connected battery checked anyprotruding steering wheel molding ok gm authorization 490759800000,cs removed steering wheel gain access back side steering wheel trim protruding replaced trim andstill pretruding issue steering wheel assembly reference ro 82289 gm authorization 490759800000
1HYKNDRS3MZ177921,13027,TECH REPLACED STEERING WHEEL TO CORRECT PRA 487188600000,CS CUSTOMER STATES THERE IS A PIECE OF THE STEERING WHEEL STICKING UP SOP PART IS IN,2024-01-10,WHEEL ASM-STRG *DARK TITANIU,Steering Wheel Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Quantum Auto Sales,DAYTON,12-20769/119037,Redline Auto Co.,CINCINNATI,OH,1,452426498,35,,0,0-0310,T03.6151,US,12,FE9,FTB,130,FREG,322.13,322.13,53.46,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2220292JDPX0477,822972980.0,21220220KKBP0881,2809492824,4,1,Y,6NH26,Premium Luxury,37.0,0,1,"['tech', 'replaced', 'steering', 'wheel', 'correct', 'pra', '487188600000']",['failure_condition'],tech replaced steering wheel correct pra 487188600000,cs customer states piece steering wheel sticking sop part
1H6DS5RK6S0127345,13025,Replaced heated steering wheel,Customer states heated steering wheel isnt working,2024-01-10,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Luxury Car-3,4 Door Sedan,A2LL,LGR,US,Redwood Motor Co.,JONESBORO,13-17211/111427,CityStar Motors,POPLAR BLUFF,MO,1,639015525,12,,0,0-0310,V02.0041,US,12,FE9,FTB,130,FREG,562.5,562.5,85.86,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",MQ2,"BYT 10 SPD, 10L60, GEN 1, ATSS, ETRS, VAR 1",830107152,N1221292JU7X2198,287827.0,S1221112QRJX2178,2809244294,20,1,Y,6DC79,Luxury,10.0,0,1,"['replaced', 'heated', 'steering', 'wheel']",['failure_condition'],replaced heated steering wheel,customer states heated steering wheel isnt working
1HC4YSEY3RF110164,13023,CHECKED AND VERIFIED CUSTOMER CONCERN AND FOUND TRIM PIECE LOOSE REMOV ED REPLACED TRIM PIECE ON THE BACK OF THE PASSENGER SIDE OFSTEERING W HEEL COMPLETE,CUSTOMER STATES STEERING WHEEL CONROL PASSENGER SIDE REAR ON THE STEER ING WHEEL IS LOOSE SOP PART,2024-01-10,COVER-STRG WHL AIRBAG ACC HOLE *JET BLACK,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CCH,FLT,US,Titan Cars,CORTLAND,13-28690/113578,Velocity Vehicle Sales,CORTLAND,OH,1,444101448,9,,0,0-0316,D06.6385,US,13,NE1,FUM,50,FREG,63.1,63.1,61.27,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2210714JFHX0992,8042172.0,Y0210111MKFX0928,2809282189,2,1,N,CF20743,2500,16.0,0,1,"['checked', 'verified', 'customer', 'concern', 'found', 'trim', 'piece', 'loose', 'remov', 'ed', 'replaced', 'trim', 'piece', 'back', 'passenger', 'side', 'ofsteering', 'w', 'heel', 'complete']",['failure_condition'],checked verified customer concern found trim piece loose remov ed replaced trim piece back passenger side ofsteering w heel complete,customer states steering wheel conrol passenger side rear steer ing wheel loose sop part
1HKS1JKL0SR282668,13024,VERIFIED CUSTOMER CONCERN ABOUT A HORN INOP I FOLLOWED DOCUMENT 4374183 TO DIAGNOSE THIS CONCERN I MONITORED SCAN TOOL DATA FORTHE HORN ACTIVATION WHILE PRESSING THE HORN AND IT WAS CHANGING INTERMITTENTLY I THEN TESTED CIRCUITS 3287 AT THE STEERING WHEELFOR A SHORT AND ALL WAS OK I THEN TESTED CIRCUIT 6051 AND GROUND CIRCUIT HAD NO HIGH RESISTANCE I THEN TESTED TERMINAL TENSION ONTHE STEERING WHEEL HARNESS AND FOUND LOOSE TENSION ON THE HORN CONNECTION AND REQUIRED A HARNESS REPLACEMENT I THEN REPLACED THESTEERING WHEEL HARNESS AFTER REPAIRS THE VEHICLE IS NOW HONKING AS DESIGNED,CUSTOMER STATES CK HORN ON THE STEERING WHEEL ONLY WORKS IN THE MIDDLE ON THE SIDE IT DOES NO WORK,2024-01-11,HARNESS ASM-STRG WHL HORN SW WRG,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,UrbanCar Dealership,RIO GRANDE CITY,13-30014/114870,Crestwood Auto,RIO GRANDE CITY,TX,1,785824821,10,,0,0-0310,T06.2375,US,48,FE9,FTB,20,FREG,275.55,435.26,202.67,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2210291MFYX0999,287827.0,S2210212CCJX0718,2809298492,2,1,N,TC10906,1500,10.0,0,1,"['verified', 'customer', 'concern', 'horn', 'inop', 'followed', 'document', '4374183', 'diagnose', 'concern', 'monitored', 'scan', 'tool', 'data', 'forthe', 'horn', 'activation', 'pressing', 'horn', 'changing', 'intermittently', 'tested', 'circuits', '3287', 'steering', 'wheelfor', 'short', 'ok', 'tested', 'circuit', '6051', 'ground', 'circuit', 'high', 'resistance', 'tested', 'terminal', 'tension', 'onthe', 'steering', 'wheel', 'harness', 'found', 'loose', 'tension', 'horn', 'connection', 'required', 'harness', 'replacement', 'replaced', 'thesteering', 'wheel', 'harness', 'repairs', 'vehicle', 'honking', 'designed']",['failure_condition'],verified customer concern horn inop followed document 4374183 diagnose concern monitored scan tool data forthe horn activation pressing horn changing intermittently tested circuits 3287 steering wheelfor short ok tested circuit 6051 ground circuit high resistance tested terminal tension onthe steering wheel harness found loose tension horn connection required harness replacement replaced thesteering wheel harness repairs vehicle honking designed,customer states ck horn steering wheel works middle side work
1HC4Y9EY2MF192148,13026,Steering Wheel Replacement,  ,2024-01-11,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCH,FLT,US,Regal Ride Motors,LOD,72-73421/159921,GoldenRoad Motors,KIRYAT GAT,Unknown,4,Unknown,33,,0,0-0890,D06.6385,IL,72,FE9,FTB,130,FREG_POL,221.83,221.83,28,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2220282JRHX0409,8042172.0,Y0220280MKFX0292,2809489112,2,1,N,CF20743,2500,18.0,0,4,"['steering', 'wheel', 'replacement']",[],steering wheel replacement,
1HNEVKKW6SJ216435,13025,INSTALLED SPECIAL ORDERED STEERING WHEEL DUE TO THREADS FRAYING ON WHE EL 0130 4 629,STEERING WHEEL FRAYING PARTS ARE IN,2024-01-11,WHEEL ASM-STRG * JET BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1YC,DEL,US,Prestige Wheels,SAGINAW,13-44196/300736,Titan Motors Group,SAGINAW,MI,1,486031297,10,,0,0-0890,T03.6151,US,13,FE9,FTB,130,FREG,395.44,395.44,50.27,LFY,"GAS, 6 CYL, V6, 3.6L, SIDI, DOHC, ATSS, GEN 1+",M3V,"BYT 9 SPD, 9T65, GEN 1",K,210490972,822972980.0,21210129IKBP0429,2809298112,4,1,N,1NX56,Premier,21.0,0,1,"['installed', 'special', 'ordered', 'steering', 'wheel', 'due', 'threads', 'fraying', 'whe', 'el', '0130', '4', '629']",[],installed special ordered steering wheel due threads fraying whe el 0130 4 629,steering wheel fraying parts
1HR49WEY2NF322460,13024,Reconnected horn checked operation ok,Added Operation horn doesnt work hasnt worked since brand new Tech Cause horn connector not fully seated on harn assembly anddisconnected Tech Comments Reconnected horn checked operation ok,2024-01-11,Unknown,Steering Wheel Horn Switch Wiring Harness Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,GoldStar Autos,EDMONTON,14-82489/320243,BlueSky Auto Sales,EDMONTON,AB,1,T5E4C7,20,,0,0-0621,D06.6385,CA,14,FE9,FTB,20,FREG,30.09,31.6,31.6,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2222412MU9X0781,8042172.0,Y0222190MKFX0498,2809222282,2,1,N,TF30743,3500,18.0,0,1,"['reconnected', 'horn', 'checked', 'operation', 'ok']",[],reconnected horn checked operation ok,added operation horn doesnt work hasnt worked since brand new tech cause horn connector fully seated harn assembly anddisconnected tech comments reconnected horn checked operation ok
3HRFFCER3NH528824,13025,PRA APPROVED PRA 495794600000 FOUND THE STEERING WHEEL TO BE COMING APART REPLACED THE STEERING WHEEL VERIFIED REPAIR,CUSTOMER STATES STITCHING ON STEERING WHEEL IS COMING UNDONE ON THE RI GHT SIDE,2024-01-11,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Infinite Motors,HENDERSON,11-11457/116555,MetroMax Motors,DALLAS,TX,1,752093016,22,,0,0-0890,T03.0353,US,48,FE9,FTB,130,FREG,621.34,621.34,107.28,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2220472CVCX0021,287827.0,S1220791CNJX0210,2809294191,4,1,N,TF10543,1500,10.0,0,1,"['pra', 'approved', 'pra', '495794600000', 'found', 'steering', 'wheel', 'coming', 'apart', 'replaced', 'steering', 'wheel', 'verified', 'repair']",['failure_condition'],pra approved pra 495794600000 found steering wheel coming apart replaced steering wheel verified repair,customer states stitching steering wheel coming undone ri ght side
1HYKNDR46NZ151056,13025,replaced steering wheel trim ring,customer states chrome trim on steering wheel is cracked,2024-01-12,COVER-STRG WHL SPOKE *LINEAR GALAXD,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Platinum Auto Co.,INDIANA,12-20573/117099,Crystal Drive Auto,INDIANA,PA,1,157012061,21,,0,0-0313,T02.0500,US,12,NE1,FUG,50,FREG,386.62,386.62,51.75,LSY,"GAS, 4 CYL, L4, 2.0L, SIDI, DOHC, VVT, ALUM, TURB O, VAR 3",M3G,"BYT 9 SPD, 9T60, ETRS GEN 1",830107152,N2220942JUHX0982,822972980.0,21220170VHBP0421,2809179492,26,1,N,6NH26,Premium Luxury,10.0,0,1,"['replaced', 'steering', 'wheel', 'trim', 'ring']",['failure_condition'],replaced steering wheel trim ring,customer states chrome trim steering wheel cracked
3HRS9EED0LH255650,13025,Steering Wheel Spoke Cover PER GOODWILL ASSISTANCE CUSTOMER HAS A DEDUCTIBLE OF 8645,CUSTOMER STATES THE STEERING WHEEL BEZEL IS PEELING,2024-01-12,APPLIQUE ASM-STRG WHL TR SPOKE CVR *VULCAN,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,NextGen Motors,VALDOSTA,13-26192/159183,LibertyRide Auto,VALDOSTA,GA,1,316026802,47,,0,0-0890,LGMXT05.3386,US,48,FE9,FTB,50,FREG_POL,214.4,214.4,78,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",812040194,A2200220HGUX2088,287827.0,S2200210BKJX2982,2809182089,8,1,Y,TF10543,1500,10.0,0,1,"['steering', 'wheel', 'spoke', 'cover', 'per', 'goodwill', 'assistance', 'customer', 'deductible', '8645']",[],steering wheel spoke cover per goodwill assistance customer deductible 8645,customer states steering wheel bezel peeling
1HKS2JKR2NR336997,13073,replaced steering wheel no further action required,CUSTOMER STATES STEERING WHEELS STICHING COMING APART,2024-01-12,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Liberty Drive,MIAMI,13-26329/312777,Highlander Car Sales,HOMESTEAD,FL,1,330341829,18,,0,0-0890,T03.0353,US,48,FE9,FTB,130,FREG,454.63,454.63,73.62,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222922CVCX0009,287827.0,S1222471CNJX0228,2821704292,8,1,N,TF10906,1500,10.0,0,1,"['replaced', 'steering', 'wheel', 'action', 'required']",['failure_condition'],replaced steering wheel action required,customer states steering wheels stiching coming apart
1HCFDEED3SZ308171,13037,Replaced steering wheel,WRAP ON THE STEEERING WHEEL IS PEELING NEED PRA DONE BY MANAGEMENT,2024-01-12,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,DreamCars Auto,GRAND FORKS,13-04703/111708,HorizonView Auto,GRAND FORKS,ND,1,582016720,4,,0,0-0312,T05.3386,US,13,FE9,FTB,130,FREG,456.98,456.98,69.06,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",2127157,T2212491MF1X0970,17749294.0,R2210822CKJX0278,2820422129,4,1,Y,CF10543,1500,10.0,0,1,"['replaced', 'steering', 'wheel']",['failure_condition'],replaced steering wheel,wrap steeering wheel peeling need pra done management
